2011 output area,All categories: General health,Very good health,Good health,Fair health,Bad health,Very bad health
E00058456,285,130,109,35,7,4
E00058457,282,125,109,43,4,1
E00058458,537,292,183,51,9,2
E00058459,211,93,73,34,10,1
E00058460,208,95,82,23,5,3
E00058461,251,108,90,35,15,3
E00058462,275,178,66,28,2,1
E00058463,272,103,93,48,24,4
E00058464,308,159,102,33,12,2
E00058465,314,164,108,34,3,5
E00058466,184,105,47,20,8,4
E00058467,281,157,92,27,5,0
E00058468,329,166,100,50,8,5
E00058469,352,184,104,44,17,3
E00058470,371,208,121,33,9,0
E00058471,272,101,71,72,25,3
E00058472,356,165,136,45,8,2
E00058473,312,122,109,53,23,5
E00058474,297,90,109,69,23,6
E00058475,323,158,101,43,21,0
E00058476,292,123,114,43,9,3
E00058477,294,143,87,51,8,5
E00058478,386,188,142,39,17,0
E00058479,309,158,108,36,3,4
E00058480,292,144,105,32,9,2
E00058481,263,115,94,36,13,5
E00058482,323,155,87,68,11,2
E00058484,272,119,110,33,8,2
E00058485,278,75,99,74,22,8
E00058486,398,143,181,56,15,3
E00058487,309,160,108,32,8,1
E00058488,350,211,97,27,11,4
E00058489,305,148,96,42,16,3
E00058490,372,141,139,53,36,3
E00058491,324,148,116,41,13,6
E00058492,375,176,125,62,10,2
E00058493,267,143,73,37,12,2
E00058494,181,48,50,57,20,6
E00058495,267,124,71,50,16,6
E00058496,295,144,113,32,6,0
E00058497,378,186,111,61,19,1
E00058498,326,178,93,38,11,6
E00058499,288,128,118,31,10,1
E00058500,310,131,112,44,15,8
E00058501,301,166,103,25,3,4
E00058502,293,150,97,36,6,4
E00058503,287,147,106,28,4,2
E00058504,342,192,120,25,3,2
E00058505,273,148,79,31,12,3
E00058506,314,144,113,38,13,6
E00058507,326,171,115,25,13,2
E00058508,284,126,109,35,14,0
E00058509,227,66,69,56,30,6
E00058510,252,116,83,34,15,4
E00058511,344,144,139,45,14,2
E00058512,349,161,124,48,12,4
E00058513,283,138,101,28,13,3
E00058514,272,127,94,33,15,3
E00058515,250,97,89,52,8,4
E00058516,214,96,63,35,14,6
E00058517,350,166,114,52,13,5
E00058518,236,129,84,12,6,5
E00058519,210,62,71,60,13,4
E00058520,203,81,69,40,13,0
E00058521,289,147,94,39,6,3
E00058522,250,100,88,45,15,2
E00058523,257,129,92,30,4,2
E00058524,213,96,74,30,11,2
E00058525,265,147,87,21,8,2
E00058526,305,142,114,40,6,3
E00058527,338,171,113,43,9,2
E00058528,242,106,92,30,13,1
E00058529,278,114,111,41,11,1
E00058530,173,20,56,58,30,9
E00058531,249,111,88,33,16,1
E00058532,240,121,79,25,12,3
E00058533,294,130,87,60,11,6
E00058534,213,61,49,66,31,6
E00058535,299,95,114,71,15,4
E00058536,266,126,86,45,7,2
E00058537,290,170,76,37,7,0
E00058538,321,124,110,57,23,7
E00058539,293,121,103,46,18,5
E00058540,272,123,92,39,17,1
E00058541,323,158,100,39,23,3
E00058543,248,97,94,32,23,2
E00058544,587,277,220,54,25,11
E00058545,277,95,100,54,25,3
E00058546,165,63,61,22,18,1
E00058547,308,111,105,63,20,9
E00058548,387,163,141,53,20,10
E00058549,334,148,114,39,29,4
E00058550,269,120,92,38,13,6
E00058551,377,141,134,75,18,9
E00058552,356,166,125,43,18,4
E00058554,255,118,91,31,11,4
E00058555,448,205,135,70,35,3
E00058556,268,139,84,34,8,3
E00058557,242,112,93,21,11,5
E00058558,384,176,132,51,20,5
E00058559,289,132,115,37,4,1
E00058561,256,104,100,32,15,5
E00058562,263,88,78,66,26,5
E00058563,252,96,79,52,20,5
E00058564,437,187,156,60,25,9
E00058565,195,80,69,34,9,3
E00058566,299,130,113,36,12,8
E00058567,333,149,130,46,5,3
E00058568,259,142,74,33,10,0
E00058571,397,200,129,48,11,9
E00058572,470,239,131,55,36,9
E00058573,302,119,107,40,28,8
E00058574,314,146,112,43,8,5
E00058575,173,57,47,35,22,12
E00058576,297,121,96,59,16,5
E00058577,298,133,104,38,16,7
E00058578,275,115,107,40,12,1
E00058579,230,81,76,45,21,7
E00058580,316,134,102,55,22,3
E00058581,295,104,92,62,27,10
E00058583,167,40,50,45,25,7
E00058585,240,91,105,31,12,1
E00058586,174,71,63,28,7,5
E00058587,198,82,77,25,13,1
E00058588,319,129,115,54,17,4
E00058589,317,131,105,46,27,8
E00058590,336,146,111,45,28,6
E00058591,229,83,72,50,20,4
E00058592,329,148,124,36,16,5
E00058593,306,129,108,42,23,4
E00058594,302,138,95,38,19,12
E00058595,278,137,85,36,13,7
E00058596,291,127,110,39,12,3
E00058597,357,146,115,62,28,6
E00058598,233,123,70,29,8,3
E00058599,295,159,94,25,12,5
E00058600,267,98,101,49,15,4
E00058601,345,201,95,23,17,9
E00058602,276,110,97,52,15,2
E00058603,248,94,98,40,14,2
E00058604,270,125,102,37,5,1
E00058605,316,144,113,48,8,3
E00058606,350,158,118,62,9,3
E00058607,406,260,115,22,6,3
E00058608,369,179,107,56,24,3
E00058609,398,252,123,15,6,2
E00058610,351,139,149,50,12,1
E00058611,382,156,133,57,28,8
E00058612,282,138,84,41,14,5
E00058613,312,156,114,35,5,2
E00058614,290,122,107,49,10,2
E00058616,321,130,107,54,26,4
E00058618,322,162,109,30,17,4
E00058619,284,103,92,59,19,11
E00058620,293,127,91,52,18,5
E00058621,254,97,102,42,12,1
E00058622,228,81,84,45,16,2
E00058623,311,152,123,25,8,3
E00058624,254,98,97,43,13,3
E00058625,292,158,91,31,10,2
E00058626,254,133,91,21,7,2
E00058627,202,76,73,36,11,6
E00058628,308,146,115,34,11,2
E00058629,269,114,100,36,18,1
E00058630,344,160,108,53,23,0
E00058631,235,89,90,43,9,4
E00058632,264,124,68,53,15,4
E00058633,336,163,98,57,14,4
E00058634,232,61,62,61,36,12
E00058635,259,121,84,32,19,3
E00058636,284,129,88,47,17,3
E00058637,295,121,106,54,11,3
E00058638,282,115,98,53,14,2
E00058639,355,219,112,22,2,0
E00058640,344,171,118,44,6,5
E00058641,498,249,167,51,26,5
E00058642,296,109,128,41,14,4
E00058643,294,112,119,39,20,4
E00058644,250,129,83,22,11,5
E00058646,268,128,103,29,5,3
E00058647,289,120,95,56,15,3
E00058648,288,156,80,32,9,11
E00058649,320,150,92,47,19,12
E00058650,259,119,92,37,9,2
E00058651,286,143,101,34,5,3
E00058652,417,226,130,43,14,4
E00058653,305,158,103,28,16,0
E00058654,286,151,103,27,4,1
E00058655,166,49,57,35,22,3
E00058656,280,137,100,34,8,1
E00058657,255,106,91,44,13,1
E00058658,253,89,96,43,20,5
E00058659,263,98,90,49,22,4
E00058660,277,142,96,29,10,0
E00058661,251,84,80,47,33,7
E00058662,252,122,73,42,14,1
E00058663,272,108,97,39,21,7
E00058664,318,132,136,33,15,2
E00058665,287,115,95,54,19,4
E00058666,257,120,93,33,9,2
E00058667,174,35,60,50,22,7
E00058668,381,193,132,46,10,0
E00058669,335,180,98,39,17,1
E00058670,302,116,121,38,21,6
E00058671,400,158,116,75,33,18
E00058672,373,224,118,24,5,2
E00058673,312,193,85,28,6,0
E00058674,210,100,59,29,15,7
E00058675,286,118,78,49,31,10
E00058676,304,162,84,39,13,6
E00058677,325,165,101,41,15,3
E00058678,387,162,152,55,15,3
E00058679,600,298,216,64,20,2
E00058680,291,143,109,32,6,1
E00058681,415,275,100,32,6,2
E00058682,426,239,131,37,14,5
E00058683,222,89,76,40,13,4
E00058684,333,160,101,42,23,7
E00058685,327,188,99,26,12,2
E00058686,404,255,104,37,7,1
E00058687,308,188,91,22,5,2
E00058688,292,131,92,47,20,2
E00058689,353,179,100,59,12,3
E00058690,324,189,95,32,7,1
E00058691,348,192,108,36,11,1
E00058692,288,170,91,18,6,3
E00058693,345,208,95,32,8,2
E00058694,241,132,66,31,10,2
E00058695,239,121,86,25,5,2
E00058696,253,139,71,32,8,3
E00058697,211,104,60,41,4,2
E00058698,352,184,117,38,10,3
E00058699,370,201,129,32,5,3
E00058700,273,154,76,28,11,4
E00058701,392,207,129,40,14,2
E00058702,269,100,99,43,20,7
E00058703,368,209,93,36,20,10
E00058704,355,157,108,81,5,4
E00058705,163,84,52,17,8,2
E00058706,236,134,66,28,6,2
E00058707,336,181,106,36,12,1
E00058708,372,203,108,42,11,8
E00058709,317,167,103,40,6,1
E00058710,285,148,94,30,8,5
E00058711,276,167,66,37,6,0
E00058712,309,141,107,47,12,2
E00058713,310,164,94,39,10,3
E00058714,366,158,131,51,19,7
E00058715,409,194,138,60,9,8
E00058716,386,175,151,49,9,2
E00058717,453,223,144,56,27,3
E00058718,348,157,129,38,18,6
E00058719,433,215,147,55,11,5
E00058720,464,228,154,69,8,5
E00058721,323,172,102,35,9,5
E00058722,209,91,62,31,17,8
E00058723,309,176,99,28,3,3
E00058724,305,172,105,26,2,0
E00058725,212,126,54,25,3,4
E00058726,213,78,46,77,6,6
E00058727,317,211,82,20,3,1
E00058728,179,85,60,29,4,1
E00058729,272,174,66,22,8,2
E00058730,240,146,68,23,3,0
E00058731,279,182,66,24,7,0
E00058732,321,199,96,20,4,2
E00058733,268,140,91,32,3,2
E00058734,383,198,141,35,5,4
E00058735,228,110,74,39,3,2
E00058736,333,194,105,28,5,1
E00058737,114,59,45,5,5,0
E00058738,258,123,100,29,5,1
E00058739,246,135,80,25,6,0
E00058740,287,148,107,29,2,1
E00058741,155,61,54,20,16,4
E00058742,320,159,112,37,12,0
E00058743,308,140,83,50,32,3
E00058744,461,276,121,36,24,4
E00058745,317,137,94,53,24,9
E00058746,325,188,83,36,15,3
E00058747,307,152,98,41,14,2
E00058748,252,124,76,38,10,4
E00058749,348,155,120,41,26,6
E00058750,236,94,91,33,13,5
E00058751,169,29,48,59,25,8
E00058752,263,89,75,62,27,10
E00058753,379,159,130,56,24,10
E00058754,267,110,96,37,14,10
E00058755,325,153,98,45,24,5
E00058756,227,112,62,33,16,4
E00058757,253,103,67,53,25,5
E00058759,260,126,93,24,10,7
E00058760,175,68,60,28,11,8
E00058761,198,102,71,20,4,1
E00058762,356,175,115,47,15,4
E00058764,307,150,101,36,15,5
E00058765,291,134,96,43,14,4
E00058766,408,193,132,58,22,3
E00058767,310,137,112,47,10,4
E00058768,248,87,84,52,20,5
E00058769,441,200,160,53,23,5
E00058770,264,107,100,33,13,11
E00058771,336,158,130,39,7,2
E00058772,246,128,72,37,6,3
E00058773,217,89,69,42,15,2
E00058774,241,106,82,35,13,5
E00058775,300,157,96,32,11,4
E00058776,351,151,131,52,10,7
E00058777,242,120,90,26,4,2
E00058778,265,95,100,50,16,4
E00058779,284,143,77,44,15,5
E00058780,345,140,114,58,27,6
E00058781,306,157,102,28,12,7
E00058782,293,121,98,56,10,8
E00058783,290,123,95,53,14,5
E00058784,298,91,98,63,39,7
E00058785,210,60,55,55,31,9
E00058786,214,66,78,48,17,5
E00058787,264,90,81,63,23,7
E00058788,248,27,55,86,64,16
E00058789,270,104,104,42,17,3
E00058790,270,85,83,62,29,11
E00058791,286,102,98,59,21,6
E00058792,324,160,96,39,18,11
E00058793,286,108,101,41,23,13
E00058794,279,64,106,83,22,4
E00058795,279,109,93,54,20,3
E00058796,248,99,84,49,15,1
E00058797,247,80,98,50,15,4
E00058798,241,108,85,25,16,7
E00058799,291,129,95,41,21,5
E00058800,263,137,94,29,3,0
E00058801,278,169,83,13,9,4
E00058802,164,88,61,14,1,0
E00058803,186,64,56,46,13,7
E00058805,350,174,114,47,13,2
E00058806,382,201,118,43,14,6
E00058807,323,136,102,48,26,11
E00058808,441,179,175,64,18,5
E00058809,383,184,140,44,11,4
E00058810,424,224,150,35,13,2
E00058811,292,162,102,23,3,2
E00058812,408,188,133,63,17,7
E00058813,222,102,70,30,14,6
E00058814,228,156,65,4,3,0
E00058815,218,130,70,13,4,1
E00058816,310,151,95,40,18,6
E00058817,479,267,141,58,10,3
E00058818,303,181,86,29,7,0
E00058821,391,233,126,22,4,6
E00058823,221,118,77,20,3,3
E00058826,274,186,69,13,4,2
E00058827,157,94,53,9,1,0
E00058828,259,165,74,14,4,2
E00058829,141,61,48,18,6,8
E00058830,154,85,44,12,11,2
E00058831,141,79,54,5,3,0
E00058832,295,147,96,33,13,6
E00058833,179,103,61,12,1,2
E00058834,201,111,64,22,2,2
E00058836,162,81,44,20,10,7
E00058837,268,106,107,30,18,7
E00058838,337,154,112,48,16,7
E00058839,144,40,56,27,16,5
E00058840,247,105,91,29,14,8
E00058842,355,212,104,30,9,0
E00058843,215,112,57,30,14,2
E00058844,249,130,83,22,10,4
E00058847,242,102,94,23,15,8
E00058849,280,125,101,41,13,0
E00058850,252,101,95,40,12,4
E00058851,179,74,53,28,15,9
E00058852,231,112,76,26,13,4
E00058853,257,140,76,24,13,4
E00058854,356,163,122,49,13,9
E00058855,519,282,175,49,12,1
E00058856,454,250,169,26,6,3
E00058858,291,116,97,47,17,14
E00058859,134,64,52,16,2,0
E00058861,166,50,62,34,19,1
E00058862,274,144,91,26,13,0
E00058864,333,133,125,49,22,4
E00058865,295,75,86,83,41,10
E00058866,1018,663,307,44,4,0
E00058867,142,32,56,34,13,7
E00058869,185,81,71,25,7,1
E00058870,318,167,112,31,6,2
E00058871,135,42,31,36,18,8
E00058872,354,196,122,23,8,5
E00058873,163,70,62,19,7,5
E00058874,240,107,89,32,10,2
E00058875,134,24,45,34,27,4
E00058876,200,84,82,23,7,4
E00058877,321,150,120,32,15,4
E00058878,245,96,86,38,20,5
E00058879,284,151,91,27,11,4
E00058880,296,121,119,27,19,10
E00058881,587,312,223,39,13,0
E00058884,127,80,37,8,2,0
E00058885,222,139,66,13,2,2
E00058887,365,171,119,48,23,4
E00058889,233,120,64,30,14,5
E00058890,228,113,65,31,13,6
E00058891,207,106,72,21,8,0
E00058892,131,75,44,8,3,1
E00058893,271,147,102,11,10,1
E00058894,336,198,120,16,2,0
E00058895,210,142,53,12,3,0
E00058896,305,176,90,34,1,4
E00058897,320,195,91,29,3,2
E00058898,326,183,111,27,3,2
E00058899,1198,751,401,45,1,0
E00058900,309,137,115,43,11,3
E00058902,547,271,202,58,12,4
E00058903,297,96,101,68,25,7
E00058904,403,224,122,42,13,2
E00058905,208,135,49,19,4,1
E00058906,258,123,99,27,8,1
E00058907,364,204,118,33,7,2
E00058909,174,92,59,15,6,2
E00058910,281,170,81,20,9,1
E00058911,357,162,104,67,20,4
E00058912,305,141,78,62,21,3
E00058913,137,79,41,13,3,1
E00058914,299,161,109,19,8,2
E00058915,182,106,48,21,6,1
E00058917,300,163,98,30,7,2
E00058918,229,94,63,44,22,6
E00058919,380,234,102,35,9,0
E00058920,129,45,42,32,7,3
E00058921,226,153,54,14,3,2
E00058922,189,68,45,47,20,9
E00058923,252,135,74,33,6,4
E00058924,246,124,82,30,9,1
E00058925,233,117,76,26,13,1
E00058926,388,211,133,33,10,1
E00058927,200,119,66,13,2,0
E00058928,266,166,73,21,3,3
E00058929,234,138,77,18,1,0
E00058930,216,120,74,18,3,1
E00058931,307,210,77,15,4,1
E00058932,303,134,106,49,8,6
E00058933,281,113,80,53,20,15
E00058934,266,143,84,32,4,3
E00058935,216,55,72,63,23,3
E00058936,240,108,81,39,8,4
E00058937,305,110,75,58,25,37
E00058938,245,100,88,41,13,3
E00058939,190,62,64,40,20,4
E00058940,173,88,45,25,10,5
E00058941,231,114,66,42,8,1
E00058942,292,153,101,26,12,0
E00058943,197,100,66,27,4,0
E00058944,277,141,97,25,10,4
E00058945,336,170,125,30,9,2
E00058947,348,164,136,32,10,6
E00058948,238,133,72,25,8,0
E00058949,291,127,99,43,14,8
E00058950,367,186,119,42,14,6
E00058951,267,137,96,22,10,2
E00058952,260,85,78,62,23,12
E00058953,236,89,84,37,21,5
E00058954,271,118,81,51,18,3
E00058955,281,142,89,35,13,2
E00058956,165,83,50,22,6,4
E00058957,363,210,99,42,10,2
E00058958,198,74,64,40,16,4
E00058959,293,183,94,14,2,0
E00058960,228,116,81,24,4,3
E00058961,345,193,98,43,8,3
E00058962,343,184,129,23,5,2
E00058963,339,224,79,28,8,0
E00058964,360,188,114,43,12,3
E00058965,456,254,149,43,8,2
E00058966,322,169,97,34,16,6
E00058967,360,210,110,34,5,1
E00058968,367,206,113,38,7,3
E00058969,236,115,83,32,6,0
E00058970,273,131,85,40,12,5
E00058971,330,193,88,35,12,2
E00058972,299,151,107,30,8,3
E00058973,292,158,99,27,8,0
E00058974,258,94,101,47,14,2
E00058975,275,88,85,67,23,12
E00058976,316,150,84,66,14,2
E00058977,287,131,101,37,14,4
E00058978,310,149,106,39,10,6
E00058979,262,119,86,39,13,5
E00058980,251,115,89,36,8,3
E00058981,323,188,98,31,5,1
E00058982,291,168,93,24,6,0
E00058983,268,136,95,19,17,1
E00058984,310,160,103,40,7,0
E00058985,167,90,55,17,3,2
E00058986,305,171,101,30,3,0
E00058987,309,130,107,54,17,1
E00058988,256,146,67,35,5,3
E00058989,381,228,118,24,10,1
E00058990,272,132,110,24,5,1
E00058991,260,112,85,43,16,4
E00058992,262,120,109,26,6,1
E00058993,231,110,80,30,9,2
E00058994,378,229,119,25,5,0
E00058995,349,204,105,29,9,2
E00058996,327,191,95,33,6,2
E00058997,295,175,92,20,7,1
E00058998,334,222,93,17,2,0
E00058999,235,132,74,22,6,1
E00059000,247,111,91,36,9,0
E00059001,284,169,80,28,6,1
E00059002,323,179,108,30,5,1
E00059003,219,101,67,41,7,3
E00059004,259,123,96,24,13,3
E00059005,353,183,132,30,8,0
E00059006,283,176,78,24,5,0
E00059007,251,141,82,20,6,2
E00059008,311,167,98,40,6,0
E00059010,225,130,70,20,4,1
E00059011,345,152,123,52,11,7
E00059012,278,137,104,29,6,2
E00059013,346,172,119,42,12,1
E00059014,324,135,133,42,10,4
E00059015,452,280,119,45,6,2
E00059016,295,158,102,33,2,0
E00059017,215,65,75,53,18,4
E00059018,294,126,113,39,15,1
E00059019,281,120,111,38,8,4
E00059020,302,177,95,23,6,1
E00059021,269,147,84,30,7,1
E00059022,294,162,97,22,11,2
E00059023,295,154,105,24,11,1
E00059024,308,181,85,31,11,0
E00059025,512,260,187,56,8,1
E00059026,248,114,101,22,9,2
E00059027,196,105,72,17,2,0
E00059028,269,110,103,36,17,3
E00059029,237,101,89,33,11,3
E00059030,281,154,82,36,6,3
E00059031,276,167,79,22,5,3
E00059032,317,162,107,38,7,3
E00059033,233,112,95,24,2,0
E00059034,250,105,98,31,10,6
E00059035,187,49,66,50,18,4
E00059036,281,110,113,45,9,4
E00059037,267,111,111,39,6,0
E00059038,284,180,79,21,1,3
E00059039,245,135,75,30,4,1
E00059040,326,140,116,40,21,9
E00059041,238,92,91,40,10,5
E00059042,283,130,111,30,9,3
E00059043,183,49,64,50,18,2
E00059044,305,138,115,40,9,3
E00059045,286,158,88,32,4,4
E00059047,176,58,52,39,24,3
E00059048,284,115,103,48,16,2
E00059049,292,118,109,51,7,7
E00059050,338,126,122,67,19,4
E00059051,428,134,143,94,42,15
E00059052,268,112,98,44,12,2
E00059053,258,113,96,30,13,6
E00059054,358,193,127,30,8,0
E00059055,302,143,97,43,17,2
E00059056,261,98,99,38,19,7
E00059057,332,173,111,36,10,2
E00059058,262,104,99,42,12,5
E00059059,295,124,112,43,12,4
E00059060,304,142,109,38,14,1
E00059061,203,65,59,46,29,4
E00059062,238,119,77,30,10,2
E00059063,328,177,97,37,17,0
E00059064,337,172,110,40,6,9
E00059065,330,147,113,55,11,4
E00059066,246,137,67,22,17,3
E00059067,232,101,80,32,14,5
E00059068,323,169,105,37,10,2
E00059069,292,130,101,36,18,7
E00059070,261,117,86,39,14,5
E00059071,289,120,116,36,13,4
E00059072,312,143,110,40,16,3
E00059073,292,114,107,49,20,2
E00059074,249,116,86,33,10,4
E00059075,255,103,91,43,15,3
E00059076,301,135,97,50,14,5
E00059077,198,46,51,65,29,7
E00059078,209,76,72,43,15,3
E00059079,125,45,35,25,15,5
E00059080,312,174,86,31,14,7
E00059081,324,157,123,29,12,3
E00059082,449,270,119,42,14,4
E00059083,307,113,128,45,16,5
E00059084,294,120,118,43,13,0
E00059085,250,84,89,52,16,9
E00059086,246,102,88,35,17,4
E00059087,290,151,91,35,11,2
E00059088,319,142,98,50,21,8
E00059089,323,152,108,44,14,5
E00059090,400,208,129,44,15,4
E00059091,314,109,95,54,27,29
E00059092,360,145,113,60,32,10
E00059093,234,84,84,40,23,3
E00059094,328,137,126,51,11,3
E00059095,267,112,91,42,20,2
E00059096,310,156,102,36,10,6
E00059097,294,145,99,45,5,0
E00059098,127,58,42,22,3,2
E00059099,225,75,66,48,26,10
E00059100,252,133,89,24,6,0
E00059101,265,125,93,36,7,4
E00059102,350,180,129,33,7,1
E00059103,323,160,132,25,4,2
E00059104,293,122,118,42,6,5
E00059105,264,80,122,48,12,2
E00059106,338,169,115,43,9,2
E00059107,332,157,129,35,8,3
E00059108,316,131,123,45,15,2
E00059109,343,151,119,45,21,7
E00059110,279,111,109,45,12,2
E00059111,318,123,124,50,18,3
E00059112,309,130,102,47,23,7
E00059113,276,121,95,39,19,2
E00059114,239,107,96,27,7,2
E00059115,302,140,114,35,12,1
E00059116,231,77,82,39,29,4
E00059117,297,127,96,51,17,6
E00059118,288,115,102,47,18,6
E00059119,282,123,93,43,17,6
E00059120,301,146,106,35,12,2
E00059121,295,141,101,37,13,3
E00059122,299,125,101,42,19,12
E00059123,321,168,113,33,4,3
E00059124,433,211,161,41,15,5
E00059125,485,236,153,63,27,6
E00059126,284,134,95,39,15,1
E00059127,194,37,76,47,28,6
E00059128,271,124,93,34,18,2
E00059129,406,217,127,43,15,4
E00059130,328,155,126,38,8,1
E00059131,281,139,89,35,14,4
E00059132,217,106,78,29,4,0
E00059133,207,100,71,27,8,1
E00059134,313,94,120,68,24,7
E00059135,280,138,90,35,15,2
E00059136,210,83,83,32,9,3
E00059137,277,133,85,40,15,4
E00059138,181,66,70,33,11,1
E00059139,299,145,99,31,13,11
E00059140,277,107,101,50,13,6
E00059141,289,106,106,55,17,5
E00059142,261,112,82,50,14,3
E00059143,270,139,88,28,12,3
E00059144,288,142,98,40,7,1
E00059146,268,126,98,34,8,2
E00059147,216,51,90,47,25,3
E00059148,242,99,106,29,4,4
E00059149,327,142,110,47,23,5
E00059150,281,133,103,35,7,3
E00059151,282,108,109,47,15,3
E00059152,307,144,116,37,8,2
E00059153,286,118,116,36,10,6
E00059154,250,123,97,24,4,2
E00059155,227,84,87,29,24,3
E00059156,295,133,106,46,9,1
E00059157,129,66,39,16,6,2
E00059158,225,93,100,23,7,2
E00059159,236,84,84,49,14,5
E00059160,274,123,105,37,9,0
E00059161,269,139,98,26,6,0
E00059163,233,98,86,33,13,3
E00059164,205,107,74,17,5,2
E00059165,290,132,105,37,14,2
E00059166,269,141,85,32,9,2
E00059167,209,83,65,42,15,4
E00059168,276,114,88,58,15,1
E00059169,249,113,90,37,7,2
E00059170,201,107,63,21,8,2
E00059171,307,146,96,39,21,5
E00059172,197,56,73,35,28,5
E00059173,179,66,64,37,11,1
E00059174,295,120,100,52,16,7
E00059175,252,98,100,38,15,1
E00059176,367,185,115,46,19,2
E00059177,329,198,104,20,6,1
E00059178,300,126,101,52,17,4
E00059179,363,172,127,43,18,3
E00059180,298,150,118,21,8,1
E00059181,248,106,114,21,7,0
E00059182,254,138,79,32,4,1
E00059183,290,109,100,56,18,7
E00059184,259,89,84,48,24,14
E00059185,298,136,103,50,9,0
E00059186,286,117,81,62,22,4
E00059187,302,84,88,52,42,36
E00059188,272,77,83,75,25,12
E00165673,167,71,65,25,6,0
E00165674,270,110,87,48,20,5
E00165675,199,92,69,25,13,0
E00165676,316,124,134,44,10,4
E00165677,424,179,150,66,23,6
E00165678,170,67,57,26,12,8
E00165679,307,110,124,46,24,3
E00165680,344,189,118,30,2,5
E00165681,304,120,106,51,24,3
E00165682,222,111,65,33,8,5
E00165683,290,128,104,42,13,3
E00165684,352,141,151,47,11,2
E00165685,219,110,54,41,11,3
E00165686,253,131,73,35,14,0
E00165687,339,185,97,46,10,1
E00165688,157,101,49,7,0,0
E00165689,149,78,38,24,8,1
E00165690,311,105,102,61,31,12
E00165691,511,317,149,35,9,1
E00165692,272,118,79,44,26,5
E00165693,317,124,137,42,10,4
E00165694,236,71,91,46,20,8
E00165695,396,184,122,69,18,3
E00165696,245,140,82,18,4,1
E00169576,210,110,84,14,2,0
E00169578,220,123,67,25,3,2
E00169579,285,160,98,22,4,1
E00169581,293,210,63,16,2,2
E00169583,630,410,189,22,7,2
E00169584,230,147,69,9,5,0
E00169586,240,156,65,16,3,0
E00169587,319,148,114,42,10,5
E00169589,239,113,96,22,5,3
E00169590,306,200,89,13,2,2
E00169592,260,174,75,10,1,0
E00169593,228,147,64,14,2,1
E00169595,139,87,46,3,2,1
E00169597,585,387,175,20,1,2
E00169598,182,53,70,34,19,6
E00169600,305,152,82,47,20,4
E00169601,1093,691,353,46,2,1
E00169603,475,306,139,22,5,3
E00169604,158,96,55,6,0,1
E00169606,147,94,43,5,2,3
E00169607,360,169,131,36,17,7
E00169609,681,441,203,33,3,1
E00169611,811,515,264,29,3,0
E00169612,433,283,126,16,7,1
E00169614,2741,1579,971,159,25,7
E00169615,926,528,336,54,7,1
E00169617,434,222,170,31,7,4
E00169618,301,158,108,24,8,3
E00169620,426,212,134,53,20,7
E00169621,215,90,62,43,13,7
E00169623,267,155,93,15,4,0
E00169625,200,50,67,53,20,10
E00169626,462,311,133,12,5,1
E00169628,361,205,127,22,5,2
E00169629,301,164,110,22,4,1
E00169738,315,136,97,54,20,8
E00169739,484,196,179,80,26,3
E00169740,319,153,110,43,9,4
E00169741,314,109,138,48,19,0
E00169742,251,83,94,45,20,9
E00169743,617,342,216,45,12,2
E00169744,217,86,84,31,13,3
E00169745,217,102,72,25,12,6
E00169746,519,314,167,27,10,1
E00169747,465,263,172,25,4,1
E00169748,536,322,195,16,3,0
E00169749,329,161,124,31,7,6
E00169750,277,163,88,20,4,2
E00169751,193,90,59,26,15,3
E00169752,126,71,41,9,3,2
E00169753,270,150,94,20,5,1
E00169754,224,103,89,18,11,3
E00169755,352,210,93,32,12,5
E00169780,214,115,68,25,5,1
E00169782,126,58,55,11,1,1
E00169783,242,151,75,11,3,2
E00169785,1799,1112,610,59,15,3
E00169786,197,104,76,13,4,0
E00169788,421,243,151,23,2,2
E00169789,214,125,71,12,6,0
E00169791,166,96,58,12,0,0
E00169792,196,100,69,20,6,1
E00169794,298,188,90,16,3,1
E00169796,192,112,59,13,5,3
E00169797,161,84,66,9,2,0
E00169799,176,118,51,4,2,1
E00169800,202,119,71,7,5,0
E00169802,215,114,80,18,3,0
E00169803,167,108,52,6,1,0
E00169805,198,120,68,9,0,1
E00169806,167,39,49,40,31,8
E00169808,390,182,134,48,19,7
E00169810,231,152,67,10,2,0
E00169811,241,160,75,5,1,0
E00169813,205,118,71,16,0,0
E00169814,164,97,53,10,4,0
E00169816,295,189,93,11,2,0
E00169817,215,131,77,6,1,0
E00170032,134,90,35,6,3,0
E00170034,229,147,72,9,1,0
E00170035,157,99,47,8,2,1
E00170037,301,197,97,5,1,1
E00170038,653,388,238,24,3,0
E00170040,303,186,100,15,2,0
E00170041,610,184,225,137,52,12
E00170043,126,60,43,16,6,1
E00170044,121,51,43,16,8,3
E00170046,172,79,71,18,4,0
E00170048,111,64,35,9,3,0
E00170049,187,80,61,30,12,4
E00170051,203,120,69,13,1,0
E00170052,154,90,57,7,0,0
E00170054,186,119,60,4,2,1
E00170055,259,140,95,17,6,1
E00170057,199,121,69,9,0,0
E00170058,297,110,105,46,30,6
E00170259,176,70,58,29,17,2
E00170261,225,146,69,8,2,0
E00170262,549,366,154,23,4,2
E00170264,198,121,70,6,1,0
E00170265,293,183,95,12,3,0
E00170267,279,164,104,7,4,0
E00170268,335,198,121,15,0,1
